Cod_Venda;Cod_Data;DataNotaFiscal;Dia;Mes;Ano;Cod_Marca;Marca;UF;Nome_UF;PrecoVenda;PrecoCusto;TotalDesconto;Frete;CustoMaoDeObra;Cod_Modelo;Modelo;Id_Cor;Cores;Cod_Vendedor;Vendedor;Cod_Filial;Nome_Filial;Estado_Filial;Demog_Clientes;Meios_de_Pag;Cat_de_Produtos;Campanhas_de_Mkt;Informacoes_de_Devolu;Canais_de_Venda;Indi_Satisfacao
83;42875;20/05/2017;20;5;2017;M03;Patrilolo;RJ;Rio de Janeiro;99,26;49,63;2,48;5,66;14,89;J003;Flare;PMS 519;Vinho;5;Bianka;3;Rio Claro;MG;Feminino, 18-24, Classe A;Transferência Bancária;Flare, Jeans Reciclado, Rasgado;Dia das Mães;Sim, Defeito no Produto;Online;3/5
84;43601;16/05/2019;16;5;2019;M03;Patrilolo;AP;Amapá;99,65;49,83;2,49;5,68;14,95;J006;Cigarrete;PMS 519;Vinho;3;Maria Rosa;2;Nova Odessa;SC;Masculino, 35-44, Classe C;Pix;Cropped, Elastano, Lavagem Clara;Lançamento de Coleção;Não;Online;5/5
85;43089;20/12/2017;20;12;2017;M01;Allen Machine;AM;Amazonas;100;50;2,5;5,7;15;J004;Pantacourt;PMS 2765;Branco;4;Edson;2;Nova Odessa;SC;Feminino, 18-24, Classe A;Cartão de Crédito;Cropped, Elastano, Lavagem Clara;Dia das Mães;Sim, Tecido Incorreto;Loja Física;4/5
86;43842;12/01/2020;12;1;2020;M03;Patrilolo;ES;Espírito Santo;100;50;2,5;5,7;15;J005;Hot Pants;PMS 576;Verde;6;Airton;3;Rio Claro;MG;Feminino, 45-54, Classe B;Cartão de Crédito;Flare, Jeans Reciclado, Rasgado;Dia das Mães;Não;Loja Física;4/5
87;43602;17/05/2019;17;5;2019;M03;Patrilolo;AP;Amapá;100,64;50,32;2,52;5,74;15,1;J004;Pantacourt;PMS 2765;Branco;3;Maria Rosa;2;Nova Odessa;SC;Masculino, 55-64, Classe A;Transferência Bancária;Skinny, Algodão, Sem Rasgo;Liquidação de Inverno;Não;Loja Física;4.5/5
88;43434;30/11/2018;30;11;2018;M01;Allen Machine;SC;Santa Catarina;100,66;50,33;2,52;5,74;15,1;J005;Hot Pants;PMS 2965;Azul;3;Maria Rosa;2;Nova Odessa;SC;Feminino, 45-54, Classe B;Cartão de Crédito;Mom, Elastano, Lavagem Escura;Liquidação de Inverno;Não;Loja Física;3/5
89;44047;04/08/2020;4;8;2020;M05;Milteka;RN;Rio Grande do Norte;100,86;50,43;2,52;5,75;15,13;J001;Cropped;PMS 7515;Bege;3;Maria Rosa;2;Nova Odessa;SC;Masculino, 55-64, Classe A;Dinheiro;Flare, Jeans Reciclado, Rasgado;Lançamento de Coleção;Não;Loja Física;4.5/5
90;43302;21/07/2018;21;7;2018;M03;Patrilolo;TO;Tocantins;101,04;50,52;2,53;5,76;15,16;J001;Cropped;PMS 2765;Branco;5;Bianka;3;Rio Claro;MG;Feminino, 45-54, Classe B;Débito;Flare, Jeans Reciclado, Rasgado;Liquidação de Inverno;Sim, Tamanho Incorreto;Online;4/5
91;44171;06/12/2020;6;12;2020;M02;Pardiucci;DF;Distrito Federal;101,09;50,55;2,53;5,76;15,17;J002;Skinny;PMS 7515;Bege;1;Patricia;1;Allenópolis;SP;Feminino, 18-24, Classe A;Transferência Bancária;Skinny, Algodão, Sem Rasgo;Black Friday;Sim, Defeito no Produto;Loja Física;5/5
92;42995;17/09/2017;17;9;2017;M02;Pardiucci;SE;Sergipe;101,18;50,59;2,53;5,77;15,18;J001;Cropped;PMS 2765;Branco;1;Patricia;1;Allenópolis;SP;Feminino, 45-54, Classe B;Dinheiro;Cropped, Elastano, Lavagem Clara;Dia das Mães;Não;Loja Física;4/5
93;42392;23/01/2016;23;1;2016;M04;Salvion;AP;Amapá;101,61;50,81;2,54;5,79;15,24;J002;Skinny;PMS 519;Vinho;6;Airton;3;Rio Claro;MG;Masculino, 35-44, Classe C;Transferência Bancária;Mom, Elastano, Lavagem Escura;Liquidação de Inverno;Sim, Defeito no Produto;Online;2/5
94;43360;17/09/2018;17;9;2018;M03;Patrilolo;TO;Tocantins;101,66;50,83;2,54;5,79;15,25;J001;Cropped;PMS 2765;Branco;2;Milton;1;Allenópolis;SP;Masculino, 25-34, Classe B;Cartão de Crédito;Flare, Jeans Reciclado, Rasgado;Liquidação de Inverno;Não;Online;4.5/5
95;42955;08/08/2017;8;8;2017;M01;Allen Machine;PR;Paraná;101,92;50,96;2,55;5,81;15,29;J002;Skinny;PMS 7515;Bege;7;Pedro;4;Bauru;SP;Feminino, 18-24, Classe A;Transferência Bancária;Mom, Elastano, Lavagem Escura;Black Friday;Sim, Tecido Incorreto;Loja Física;5/5
96;43611;26/05/2019;26;5;2019;M04;Salvion;AP;Amapá;102,58;51,29;2,56;5,85;15,39;J002;Skinny;PMS 2926;Preto;4;Edson;2;Nova Odessa;SC;Feminino, 45-54, Classe B;Transferência Bancária;Cropped, Elastano, Lavagem Clara;Liquidação de Inverno;Sim, Tecido Incorreto;Loja Física;5/5
97;44037;25/07/2020;25;7;2020;M01;Allen Machine;PR;Paraná;102,8;51,4;2,57;5,86;15,42;J003;Flare;PMS 7515;Bege;5;Bianka;3;Rio Claro;MG;Masculino, 35-44, Classe C;Pix;Flare, Jeans Reciclado, Rasgado;Liquidação de Inverno;Sim, Tecido Incorreto;Online;2/5
98;43964;13/05/2020;13;5;2020;M02;Pardiucci;AC;Acre;102,94;51,47;2,57;5,87;15,44;J002;Skinny;PMS 7515;Bege;1;Patricia;1;Allenópolis;SP;Masculino, 35-44, Classe C;Transferência Bancária;Cropped, Elastano, Lavagem Clara;Dia das Mães;Não;Loja Física;4/5
99;42782;16/02/2017;16;2;2017;M01;Allen Machine;CE;Ceará;103,28;51,64;2,58;5,89;15,49;J002;Skinny;PMS 519;Vinho;3;Maria Rosa;2;Nova Odessa;SC;Masculino, 35-44, Classe C;Pix;Cropped, Elastano, Lavagem Clara;Liquidação de Inverno;Não;Online;4.5/5
100;43869;08/02/2020;8;2;2020;M04;Salvion;RR;Roraima;103,58;51,79;2,59;5,9;15,54;J002;Skinny;PMS 2965;Azul;4;Edson;2;Nova Odessa;SC;Feminino, 45-54, Classe B;Débito;Mom, Elastano, Lavagem Escura;Black Friday;Sim, Tamanho Incorreto;Online;5/5
101;43995;13/06/2020;13;6;2020;M05;Milteka;RO;Rondônia;103,66;51,83;2,59;5,91;15,55;J001;Cropped;PMS 7515;Bege;3;Maria Rosa;2;Nova Odessa;SC;Masculino, 35-44, Classe C;Transferência Bancária;Mom, Elastano, Lavagem Escura;Liquidação de Inverno;Sim, Tamanho Incorreto;Online;5/5
102;43876;15/02/2020;15;2;2020;M02;Pardiucci;ES;Espírito Santo;103,81;51,91;2,6;5,92;15,57;J006;Cigarrete;PMS 519;Vinho;5;Bianka;3;Rio Claro;MG;Masculino, 25-34, Classe B;Transferência Bancária;Cropped, Elastano, Lavagem Clara;Black Friday;Não;Online;4.5/5
103;43412;08/11/2018;8;11;2018;M04;Salvion;PR;Paraná;104,04;52,02;2,6;5,93;15,61;J005;Hot Pants;PMS 519;Vinho;7;Pedro;4;Bauru;SP;Masculino, 55-64, Classe A;Cartão de Crédito;Skinny, Algodão, Sem Rasgo;Lançamento de Coleção;Sim, Tamanho Incorreto;Online;5/5
104;43406;02/11/2018;2;11;2018;M03;Patrilolo;SP;São Paulo;104,17;52,09;2,6;5,94;15,63;J002;Skinny;PMS 7515;Bege;2;Milton;1;Allenópolis;SP;Masculino, 25-34, Classe B;Dinheiro;Boyfriend, Algodão, Rasgado;Black Friday;Sim, Tecido Incorreto;Loja Física;2/5
105;43432;28/11/2018;28;11;2018;M05;Milteka;TO;Tocantins;104,27;52,14;2,61;5,94;15,64;J005;Hot Pants;PMS 7515;Bege;6;Airton;3;Rio Claro;MG;Masculino, 35-44, Classe C;Dinheiro;Boyfriend, Algodão, Rasgado;Black Friday;Sim, Tecido Incorreto;Loja Física;5/5
106;42502;12/05/2016;12;5;2016;M04;Salvion;MA;Maranhão;104,35;52,18;2,61;5,95;15,65;J005;Hot Pants;PMS 2765;Branco;5;Bianka;3;Rio Claro;MG;Masculino, 35-44, Classe C;Cartão de Crédito;Skinny, Algodão, Sem Rasgo;Liquidação de Inverno;Sim, Defeito no Produto;Loja Física;5/5
107;44109;05/10/2020;5;10;2020;M01;Allen Machine;AP;Amapá;104,65;52,33;2,62;5,96;15,7;J002;Skinny;PMS 2965;Azul;7;Pedro;4;Bauru;SP;Masculino, 25-34, Classe B;Débito;Mom, Elastano, Lavagem Escura;Promoção de Verão;Não;Loja Física;4/5
108;44145;10/11/2020;10;11;2020;M05;Milteka;TO;Tocantins;104,74;52,37;2,62;5,97;15,71;J004;Pantacourt;PMS 519;Vinho;6;Airton;3;Rio Claro;MG;Masculino, 35-44, Classe C;Dinheiro;Cropped, Elastano, Lavagem Clara;Black Friday;Sim, Tecido Incorreto;Online;2/5
109;42716;12/12/2016;12;12;2016;M03;Patrilolo;AC;Acre;105,05;52,53;2,63;5,99;15,76;J006;Cigarrete;PMS 7515;Bege;4;Edson;2;Nova Odessa;SC;Feminino, 18-24, Classe A;Cartão de Crédito;Skinny, Algodão, Sem Rasgo;Lançamento de Coleção;Não;Loja Física;2/5
110;43655;09/07/2019;9;7;2019;M01;Allen Machine;RO;Rondônia;105,12;52,56;2,63;5,99;15,77;J002;Skinny;PMS 2765;Branco;7;Pedro;4;Bauru;SP;Masculino, 55-64, Classe A;Dinheiro;Flare, Jeans Reciclado, Rasgado;Lançamento de Coleção;Sim, Tamanho Incorreto;Online;4.5/5
111;42452;23/03/2016;23;3;2016;M04;Salvion;BA;Bahia;105,36;52,68;2,63;6,01;15,8;J004;Pantacourt;PMS 519;Vinho;3;Maria Rosa;2;Nova Odessa;SC;Masculino, 55-64, Classe A;Transferência Bancária;Boyfriend, Algodão, Rasgado;Lançamento de Coleção;Não;Loja Física;5/5
112;43504;08/02/2019;8;2;2019;M05;Milteka;DF;Distrito Federal;105,36;52,68;2,63;6,01;15,8;J005;Hot Pants;PMS 576;Verde;2;Milton;1;Allenópolis;SP;Masculino, 25-34, Classe B;Débito;Flare, Jeans Reciclado, Rasgado;Black Friday;Sim, Tecido Incorreto;Loja Física;4.5/5
113;43249;29/05/2018;29;5;2018;M03;Patrilolo;MS;Mato Grosso do Sul;105,38;52,69;2,63;6,01;15,81;J004;Pantacourt;PMS 2765;Branco;5;Bianka;3;Rio Claro;MG;Masculino, 35-44, Classe C;Débito;Flare, Jeans Reciclado, Rasgado;Dia das Mães;Não;Loja Física;2/5
114;43654;08/07/2019;8;7;2019;M02;Pardiucci;PI;Piauí;105,58;52,79;2,64;6,02;15,84;J004;Pantacourt;PMS 7515;Bege;4;Edson;2;Nova Odessa;SC;Feminino, 18-24, Classe A;Cartão de Crédito;Skinny, Algodão, Sem Rasgo;Black Friday;Não;Online;4/5
115;43267;16/06/2018;16;6;2018;M03;Patrilolo;SE;Sergipe;105,59;52,8;2,64;6,02;15,84;J004;Pantacourt;PMS 7515;Bege;3;Maria Rosa;2;Nova Odessa;SC;Feminino, 18-24, Classe A;Débito;Cropped, Elastano, Lavagem Clara;Promoção de Verão;Sim, Defeito no Produto;Loja Física;3/5
116;44185;20/12/2020;20;12;2020;M05;Milteka;PE;Pernambuco;105,68;52,84;2,64;6,02;15,85;J002;Skinny;PMS 2965;Azul;3;Maria Rosa;2;Nova Odessa;SC;Feminino, 45-54, Classe B;Transferência Bancária;Boyfriend, Algodão, Rasgado;Liquidação de Inverno;Não;Loja Física;4.5/5
117;43943;22/04/2020;22;4;2020;M03;Patrilolo;AP;Amapá;105,79;52,9;2,64;6,03;15,87;J003;Flare;PMS 576;Verde;3;Maria Rosa;2;Nova Odessa;SC;Feminino, 18-24, Classe A;Débito;Boyfriend, Algodão, Rasgado;Liquidação de Inverno;Não;Loja Física;4/5
118;43879;18/02/2020;18;2;2020;M03;Patrilolo;MA;Maranhão;106,38;53,19;2,66;6,06;15,96;J001;Cropped;PMS 2926;Preto;6;Airton;3;Rio Claro;MG;Masculino, 35-44, Classe C;Débito;Flare, Jeans Reciclado, Rasgado;Black Friday;Sim, Defeito no Produto;Online;4.5/5
119;42750;15/01/2017;15;1;2017;M03;Patrilolo;MA;Maranhão;106,4;53,2;2,66;6,06;15,96;J004;Pantacourt;PMS 7515;Bege;4;Edson;2;Nova Odessa;SC;Feminino, 18-24, Classe A;Transferência Bancária;Cropped, Elastano, Lavagem Clara;Lançamento de Coleção;Sim, Tamanho Incorreto;Loja Física;3/5
120;43357;14/09/2018;14;9;2018;M03;Patrilolo;TO;Tocantins;106,4;53,2;2,66;6,06;15,96;J004;Pantacourt;PMS 2765;Branco;4;Edson;2;Nova Odessa;SC;Masculino, 35-44, Classe C;Débito;Boyfriend, Algodão, Rasgado;Dia das Mães;Não;Online;2/5
121;42528;07/06/2016;7;6;2016;M05;Milteka;DF;Distrito Federal;106,63;53,32;2,67;6,08;16;J006;Cigarrete;PMS 2926;Preto;1;Patricia;1;Allenópolis;SP;Masculino, 25-34, Classe B;Pix;Mom, Elastano, Lavagem Escura;Dia das Mães;Sim, Tecido Incorreto;Loja Física;2/5
122;43011;03/10/2017;3;10;2017;M05;Milteka;SC;Santa Catarina;106,9;53,45;2,67;6,09;16,04;J003;Flare;PMS 2926;Preto;6;Airton;3;Rio Claro;MG;Feminino, 45-54, Classe B;Dinheiro;Boyfriend, Algodão, Rasgado;Lançamento de Coleção;Não;Loja Física;4/5
123;43572;17/04/2019;17;4;2019;M02;Pardiucci;PA;Pará;107,19;53,6;2,68;6,11;16,08;J003;Flare;PMS 2926;Preto;4;Edson;2;Nova Odessa;SC;Masculino, 35-44, Classe C;Cartão de Crédito;Skinny, Algodão, Sem Rasgo;Liquidação de Inverno;Sim, Tecido Incorreto;Online;5/5
124;42803;09/03/2017;9;3;2017;M03;Patrilolo;RN;Rio Grande do Norte;107,21;53,61;2,68;6,11;16,08;J003;Flare;PMS 519;Vinho;3;Maria Rosa;2;Nova Odessa;SC;Feminino, 18-24, Classe A;Cartão de Crédito;Flare, Jeans Reciclado, Rasgado;Promoção de Verão;Não;Loja Física;5/5
125;43415;11/11/2018;11;11;2018;M04;Salvion;PI;Piauí;107,27;53,64;2,68;6,11;16,09;J004;Pantacourt;PMS 7515;Bege;1;Patricia;1;Allenópolis;SP;Feminino, 45-54, Classe B;Transferência Bancária;Flare, Jeans Reciclado, Rasgado;Promoção de Verão;Não;Online;4/5
126;42772;06/02/2017;6;2;2017;M01;Allen Machine;GO;Goiás;107,47;53,74;2,69;6,12;16,12;J001;Cropped;PMS 2765;Branco;7;Pedro;4;Bauru;SP;Masculino, 35-44, Classe C;Pix;Mom, Elastano, Lavagem Escura;Liquidação de Inverno;Não;Loja Física;3/5
127;43372;29/09/2018;29;9;2018;M05;Milteka;PA;Pará;107,59;53,8;2,69;6,13;16,14;J004;Pantacourt;PMS 576;Verde;6;Airton;3;Rio Claro;MG;Feminino, 45-54, Classe B;Débito;Cropped, Elastano, Lavagem Clara;Dia das Mães;Sim, Tamanho Incorreto;Online;4/5
128;44161;26/11/2020;26;11;2020;M05;Milteka;MS;Mato Grosso do Sul;107,66;53,83;2,69;6,14;16,15;J003;Flare;PMS 2765;Branco;3;Maria Rosa;2;Nova Odessa;SC;Masculino, 25-34, Classe B;Débito;Flare, Jeans Reciclado, Rasgado;Promoção de Verão;Sim, Defeito no Produto;Online;4/5
129;42636;23/09/2016;23;9;2016;M02;Pardiucci;RR;Roraima;107,88;53,94;2,7;6,15;16,18;J006;Cigarrete;PMS 2926;Preto;1;Patricia;1;Allenópolis;SP;Masculino, 35-44, Classe C;Transferência Bancária;Boyfriend, Algodão, Rasgado;Liquidação de Inverno;Sim, Tecido Incorreto;Online;4.5/5
130;44087;13/09/2020;13;9;2020;M02;Pardiucci;RO;Rondônia;107,97;53,99;2,7;6,15;16,2;J005;Hot Pants;PMS 2765;Branco;4;Edson;2;Nova Odessa;SC;Feminino, 45-54, Classe B;Pix;Mom, Elastano, Lavagem Escura;Dia das Mães;Sim, Tamanho Incorreto;Loja Física;4/5
131;43332;20/08/2018;20;8;2018;M05;Milteka;CE;Ceará;108,06;54,03;2,7;6,16;16,21;J003;Flare;PMS 7515;Bege;4;Edson;2;Nova Odessa;SC;Feminino, 18-24, Classe A;Transferência Bancária;Cropped, Elastano, Lavagem Clara;Black Friday;Não;Loja Física;2/5
132;42799;05/03/2017;5;3;2017;M02;Pardiucci;PA;Pará;108,24;54,12;2,71;6,17;16,24;J005;Hot Pants;PMS 519;Vinho;7;Pedro;4;Bauru;SP;Masculino, 35-44, Classe C;Cartão de Crédito;Flare, Jeans Reciclado, Rasgado;Dia das Mães;Sim, Tecido Incorreto;Loja Física;5/5
133;42488;28/04/2016;28;4;2016;M04;Salvion;AL;Alagoas;108,8;54,4;2,72;6,2;16,32;J001;Cropped;PMS 576;Verde;5;Bianka;3;Rio Claro;MG;Masculino, 25-34, Classe B;Pix;Skinny, Algodão, Sem Rasgo;Liquidação de Inverno;Não;Loja Física;2/5
134;43574;19/04/2019;19;4;2019;M04;Salvion;SC;Santa Catarina;108,81;54,41;2,72;6,2;16,32;J002;Skinny;PMS 2765;Branco;3;Maria Rosa;2;Nova Odessa;SC;Masculino, 35-44, Classe C;Transferência Bancária;Skinny, Algodão, Sem Rasgo;Dia das Mães;Sim, Defeito no Produto;Online;5/5
135;43141;10/02/2018;10;2;2018;M02;Pardiucci;AP;Amapá;108,83;54,42;2,72;6,2;16,33;J002;Skinny;PMS 576;Verde;1;Patricia;1;Allenópolis;SP;Feminino, 18-24, Classe A;Pix;Skinny, Algodão, Sem Rasgo;Dia das Mães;Sim, Tecido Incorreto;Online;4/5
136;44195;30/12/2020;30;12;2020;M01;Allen Machine;AM;Amazonas;108,95;54,48;2,72;6,21;16,34;J006;Cigarrete;PMS 7515;Bege;7;Pedro;4;Bauru;SP;Masculino, 55-64, Classe A;Pix;Flare, Jeans Reciclado, Rasgado;Liquidação de Inverno;Não;Loja Física;4.5/5
137;42617;04/09/2016;4;9;2016;M01;Allen Machine;BA;Bahia;109,13;54,57;2,73;6,22;16,37;J006;Cigarrete;PMS 576;Verde;6;Airton;3;Rio Claro;MG;Masculino, 25-34, Classe B;Cartão de Crédito;Skinny, Algodão, Sem Rasgo;Liquidação de Inverno;Não;Online;5/5
138;42419;19/02/2016;19;2;2016;M01;Allen Machine;SP;São Paulo;109,17;54,59;2,73;6,22;16,38;J004;Pantacourt;PMS 519;Vinho;6;Airton;3;Rio Claro;MG;Masculino, 55-64, Classe A;Pix;Skinny, Algodão, Sem Rasgo;Liquidação de Inverno;Sim, Tecido Incorreto;Loja Física;3/5
139;42786;20/02/2017;20;2;2017;M05;Milteka;RN;Rio Grande do Norte;109,17;54,59;2,73;6,22;16,38;J002;Skinny;PMS 2926;Preto;3;Maria Rosa;2;Nova Odessa;SC;Masculino, 55-64, Classe A;Cartão de Crédito;Boyfriend, Algodão, Rasgado;Black Friday;Sim, Tecido Incorreto;Online;4/5
140;42403;03/02/2016;3;2;2016;M03;Patrilolo;MT;Mato Grosso;109,42;54,71;2,74;6,24;16,41;J004;Pantacourt;PMS 2765;Branco;2;Milton;1;Allenópolis;SP;Feminino, 18-24, Classe A;Cartão de Crédito;Cropped, Elastano, Lavagem Clara;Black Friday;Sim, Defeito no Produto;Loja Física;3/5
141;43529;05/03/2019;5;3;2019;M03;Patrilolo;SC;Santa Catarina;109,63;54,82;2,74;6,25;16,45;J005;Hot Pants;PMS 519;Vinho;2;Milton;1;Allenópolis;SP;Masculino, 25-34, Classe B;Cartão de Crédito;Mom, Elastano, Lavagem Escura;Promoção de Verão;Sim, Tamanho Incorreto;Loja Física;4/5
142;43662;16/07/2019;16;7;2019;M01;Allen Machine;AC;Acre;109,7;54,85;2,74;6,25;16,46;J001;Cropped;PMS 576;Verde;6;Airton;3;Rio Claro;MG;Masculino, 55-64, Classe A;Transferência Bancária;Mom, Elastano, Lavagem Escura;Promoção de Verão;Sim, Tamanho Incorreto;Online;4/5
143;42500;10/05/2016;10;5;2016;M05;Milteka;RN;Rio Grande do Norte;109,8;54,9;2,75;6,26;16,47;J001;Cropped;PMS 519;Vinho;3;Maria Rosa;2;Nova Odessa;SC;Masculino, 35-44, Classe C;Pix;Cropped, Elastano, Lavagem Clara;Dia das Mães;Não;Online;4/5
144;43225;05/05/2018;5;5;2018;M03;Patrilolo;AC;Acre;109,87;54,94;2,75;6,26;16,48;J001;Cropped;PMS 7515;Bege;4;Edson;2;Nova Odessa;SC;Masculino, 35-44, Classe C;Pix;Mom, Elastano, Lavagem Escura;Dia das Mães;Não;Online;5/5
145;42448;19/03/2016;19;3;2016;M02;Pardiucci;DF;Distrito Federal;110;55;2,75;6,27;16,5;J002;Skinny;PMS 2926;Preto;3;Maria Rosa;2;Nova Odessa;SC;Masculino, 25-34, Classe B;Dinheiro;Cropped, Elastano, Lavagem Clara;Lançamento de Coleção;Sim, Tamanho Incorreto;Loja Física;4.5/5
146;42746;11/01/2017;11;1;2017;M03;Patrilolo;AL;Alagoas;110,27;55,14;2,76;6,28;16,54;J006;Cigarrete;PMS 519;Vinho;3;Maria Rosa;2;Nova Odessa;SC;Masculino, 25-34, Classe B;Cartão de Crédito;Boyfriend, Algodão, Rasgado;Dia das Mães;Não;Online;3/5
147;42869;14/05/2017;14;5;2017;M05;Milteka;RR;Roraima;110,91;55,46;2,77;6,32;16,64;J002;Skinny;PMS 519;Vinho;3;Maria Rosa;2;Nova Odessa;SC;Feminino, 18-24, Classe A;Dinheiro;Boyfriend, Algodão, Rasgado;Black Friday;Sim, Tamanho Incorreto;Loja Física;3/5
148;42432;03/03/2016;3;3;2016;M03;Patrilolo;GO;Goiás;110,94;55,47;2,77;6,32;16,64;J004;Pantacourt;PMS 519;Vinho;3;Maria Rosa;2;Nova Odessa;SC;Feminino, 18-24, Classe A;Pix;Flare, Jeans Reciclado, Rasgado;Black Friday;Sim, Tamanho Incorreto;Loja Física;5/5
149;43237;17/05/2018;17;5;2018;M01;Allen Machine;RO;Rondônia;111,1;55,55;2,78;6,33;16,67;J002;Skinny;PMS 2765;Branco;5;Bianka;3;Rio Claro;MG;Feminino, 45-54, Classe B;Pix;Cropped, Elastano, Lavagem Clara;Black Friday;Não;Loja Física;2/5
150;43409;05/11/2018;5;11;2018;M02;Pardiucci;PI;Piauí;111,3;55,65;2,78;6,34;16,7;J005;Hot Pants;PMS 2965;Azul;7;Pedro;4;Bauru;SP;Feminino, 45-54, Classe B;Transferência Bancária;Cropped, Elastano, Lavagem Clara;Dia das Mães;Não;Online;3/5
151;42728;24/12/2016;24;12;2016;M05;Milteka;ES;Espírito Santo;111,48;55,74;2,79;6,35;16,72;J004;Pantacourt;PMS 576;Verde;5;Bianka;3;Rio Claro;MG;Feminino, 45-54, Classe B;Pix;Boyfriend, Algodão, Rasgado;Black Friday;Não;Online;5/5
152;43450;16/12/2018;16;12;2018;M04;Salvion;RJ;Rio de Janeiro;111,53;55,77;2,79;6,36;16,73;J004;Pantacourt;PMS 2926;Preto;4;Edson;2;Nova Odessa;SC;Masculino, 55-64, Classe A;Dinheiro;Flare, Jeans Reciclado, Rasgado;Promoção de Verão;Não;Online;2/5
153;43998;16/06/2020;16;6;2020;M03;Patrilolo;GO;Goiás;111,69;55,85;2,79;6,37;16,76;J005;Hot Pants;PMS 7515;Bege;7;Pedro;4;Bauru;SP;Masculino, 25-34, Classe B;Débito;Flare, Jeans Reciclado, Rasgado;Promoção de Verão;Sim, Tecido Incorreto;Online;2/5
154;43444;10/12/2018;10;12;2018;M01;Allen Machine;GO;Goiás;111,91;55,96;2,8;6,38;16,79;J005;Hot Pants;PMS 2965;Azul;5;Bianka;3;Rio Claro;MG;Masculino, 35-44, Classe C;Transferência Bancária;Cropped, Elastano, Lavagem Clara;Liquidação de Inverno;Não;Loja Física;3/5
155;42738;03/01/2017;3;1;2017;M05;Milteka;RO;Rondônia;112,15;56,08;2,8;6,39;16,82;J003;Flare;PMS 2926;Preto;7;Pedro;4;Bauru;SP;Feminino, 45-54, Classe B;Transferência Bancária;Cropped, Elastano, Lavagem Clara;Lançamento de Coleção;Não;Loja Física;4/5
156;43562;07/04/2019;7;4;2019;M04;Salvion;MG;Minas Gerais;112,44;56,22;2,81;6,41;16,87;J002;Skinny;PMS 519;Vinho;5;Bianka;3;Rio Claro;MG;Masculino, 25-34, Classe B;Débito;Cropped, Elastano, Lavagem Clara;Promoção de Verão;Não;Online;2/5
157;43028;20/10/2017;20;10;2017;M02;Pardiucci;AM;Amazonas;112,91;56,46;2,82;6,44;16,94;J003;Flare;PMS 576;Verde;2;Milton;1;Allenópolis;SP;Feminino, 18-24, Classe A;Débito;Skinny, Algodão, Sem Rasgo;Liquidação de Inverno;Não;Loja Física;3/5
158;43482;17/01/2019;17;1;2019;M05;Milteka;RN;Rio Grande do Norte;112,99;56,5;2,82;6,44;16,95;J006;Cigarrete;PMS 519;Vinho;3;Maria Rosa;2;Nova Odessa;SC;Masculino, 25-34, Classe B;Cartão de Crédito;Mom, Elastano, Lavagem Escura;Black Friday;Sim, Tecido Incorreto;Online;3/5
159;44083;09/09/2020;9;9;2020;M03;Patrilolo;PR;Paraná;113,04;56,52;2,83;6,44;16,96;J002;Skinny;PMS 2926;Preto;7;Pedro;4;Bauru;SP;Feminino, 18-24, Classe A;Cartão de Crédito;Skinny, Algodão, Sem Rasgo;Black Friday;Sim, Tamanho Incorreto;Online;2/5
160;42752;17/01/2017;17;1;2017;M01;Allen Machine;DF;Distrito Federal;113,61;56,81;2,84;6,48;17,04;J001;Cropped;PMS 519;Vinho;3;Maria Rosa;2;Nova Odessa;SC;Feminino, 45-54, Classe B;Pix;Mom, Elastano, Lavagem Escura;Lançamento de Coleção;Sim, Tamanho Incorreto;Loja Física;4/5
161;43871;10/02/2020;10;2;2020;M01;Allen Machine;DF;Distrito Federal;114,03;57,02;2,85;6,5;17,11;J006;Cigarrete;PMS 519;Vinho;1;Patricia;1;Allenópolis;SP;Masculino, 25-34, Classe B;Cartão de Crédito;Cropped, Elastano, Lavagem Clara;Promoção de Verão;Não;Online;4.5/5
162;43305;24/07/2018;24;7;2018;M05;Milteka;MA;Maranhão;114,04;57,02;2,85;6,5;17,11;J006;Cigarrete;PMS 519;Vinho;4;Edson;2;Nova Odessa;SC;Masculino, 55-64, Classe A;Dinheiro;Skinny, Algodão, Sem Rasgo;Lançamento de Coleção;Não;Online;4.5/5
163;43740;02/10/2019;2;10;2019;M05;Milteka;PE;Pernambuco;114,79;57,4;2,87;6,54;17,22;J003;Flare;PMS 519;Vinho;7;Pedro;4;Bauru;SP;Masculino, 55-64, Classe A;Dinheiro;Cropped, Elastano, Lavagem Clara;Liquidação de Inverno;Não;Loja Física;5/5
164;43634;18/06/2019;18;6;2019;M05;Milteka;DF;Distrito Federal;115,06;57,53;2,88;6,56;17,26;J003;Flare;PMS 2965;Azul;2;Milton;1;Allenópolis;SP;Feminino, 45-54, Classe B;Débito;Flare, Jeans Reciclado, Rasgado;Promoção de Verão;Não;Online;3/5
165;43024;16/10/2017;16;10;2017;M04;Salvion;AM;Amazonas;115,12;57,56;2,88;6,56;17,27;J001;Cropped;PMS 2926;Preto;4;Edson;2;Nova Odessa;SC;Masculino, 25-34, Classe B;Transferência Bancária;Boyfriend, Algodão, Rasgado;Black Friday;Sim, Tecido Incorreto;Online;3/5
